Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
K,1/10/2022,348,43,9,8,2,,8,8,1,1,
K,1/11/2022,341,52,12,8,10,5,3,7,,,
K,1/12/2022,313,53,14,10,6,2,4,6,3,2,
K,1/13/2022,212.5,38,13,5,5,1,,5,1,,
K,1/14/2022,280,46,16,7,3,5,3,5,,1,
K,1/15/2022,293,34,10,7,6,1,1,3,2,1,
K,1/16/2022,323,33,3,7,2,2,3,7,1,,
K,1/17/2022,583.5,39,10,2,3,2,5,10,2,1,
K,1/18/2022,397.5,52,12,5,4,6,1,10,2,4,
K,1/19/2022,293.5,40,11,7,3,3,1,7,1,,
K,1/20/2022,888,32,2,4,2,1,1,14,2,,
K,1/21/2022,268,40,11,10,7,,1,4,1,,
K,1/22/2022,555,44,9,5,1,4,1,12,6,1,
K,1/23/2022,292.5,39,7,5,4,2,2,7,1,,
K,1/24/2022,388,44,10,7,3,3,3,12,1,,
K,1/25/2022,451,47,8,7,4,3,3,15,1,1,
K,1/26/2022,293.5,30,7,10,1,1,1,5,,,
K,1/27/2022,242,46,15,9,4,1,1,5,1,1,
K,1/28/2022,220,41,15,6,1,,,11,,,
K,1/29/2022,182,34,13,5,2,2,,4,,1,
K,1/30/2022,207.5,35,11,,,,1,12,3,1,
K,1/31/2022,347.5,46,12,3,4,1,3,12,2,,
K,2/1/2022,224,43,12,9,1,1,2,7,,,
K,2/2/2022,294,46,12,9,7,3,,8,,,
K,2/3/2022,325,40,9,8,4,4,1,8,,,
K,2/4/2022,238,49,14,4,6,4,3,7,,,
K,2/5/2022,201,24,5,7,1,,,1,1,,
K,2/6/2022,142,28,9,2,4,,1,1,,,
K,2/7/2022,194,37,15,6,4,2,1,3,,,
K,2/8/2022,192,52,13,4,4,5,1,9,,,
K,2/9/2022,315,51,15,10,5,,4,9,5,,
K,2/10/2022,226.5,42,16,13,2,3,1,2,,,
K,2/11/2022,183,38,15,8,2,2,,,,,
K,2/12/2022,186,39,11,9,3,1,,,,,
K,2/13/2022,166,39,18,5,3,1,,3,,,
K,2/14/2022,248,47,13,10,4,2,,7,1,,
K,2/15/2022,228,35,9,3,3,2,2,4,1,,
K,2/16/2022,251,45,12,5,3,6,,5,4,,
K,2/17/2022,419,25,6,1,4,1,2,5,,1,
K,2/18/2022,149,42,13,5,4,2,1,1,,,
K,2/19/2022,153,37,15,6,,1,,3,,,
K,2/20/2022,192.5,46,25,8,2,,,,,,
K,2/21/2022,175,49,15,8,9,1,,2,,,
K,2/22/2022,218,47,15,7,3,3,1,7,2,,
